#iterationNumber	varNumber	clauseNumber	itertionTime
1	7227	18260	0.1875s
2	12811	21153	0.06017s
3	18395	34875	0.0618s
4	23979	48597	0.07083s
5	29563	35610	0.07039s
6	35147	49332	0.07662s
7	40731	45186	0.07736s
8	46315	58908	0.08404s
9	51899	72630	0.08161s
10	57483	59479	0.07772s
11	63067	73201	0.09189s
12	68651	86923	0.151s
13	74235	73847	0.1807s
14	79819	78767	0.1727s
15	85403	83232	0.1469s
16	90987	96954	0.1528s
17	96571	110676	0.1865s
18	102155	124398	0.1168s
19	107739	102518	0.2528s
20	113323	105006	0.1238s
21	118907	109598	0.141s
22	124491	114341	0.1913s
23	130075	117985	0.1799s
24	135659	121762	0.154s
25	141243	125729	0.178s
26	146827	129934	0.1307s
27	152411	143598	0.1432s
28	157995	136840	0.2649s
29	163579	137845	0.2967s
30	169163	137493	0.1895s
31	174747	141792	0.2769s
32	180331	144625	0.2279s
33	185915	147171	0.3054s
34	191499	144291	0.4246s
35	197083	141981	0.2092s
36	202667	144981	0.2345s
37	208251	148526	0.1972s
38	213835	151980	0.1599s
39	219419	155432	0.2304s
40	225003	158656	0.1636s
41	230587	160158	0.1641s
42	236171	173668	0.1943s
This is the last UNSAT round.
