#iterationNumber	varNumber	clauseNumber	itertionTime
1	5424	14109	0.1388s
2	10228	18312	0.05794s
3	15032	31212	0.06579s
4	19836	35739	0.07172s
5	24640	44592	0.08072s
6	29444	53508	0.07074s
7	34248	66404	0.1042s
8	39052	71498	0.08604s
9	43856	80158	0.08281s
10	48660	93050	0.08954s
11	53464	97486	0.07503s
12	58268	110378	0.1972s
13	63072	114972	0.3262s
14	67876	121239	0.5366s
15	72680	127786	0.253s
16	77484	136538	0.1657s
17	82288	145543	0.3866s
18	87092	153503	0.1201s
19	91896	166373	0.1122s
20	96700	170379	0.9368s
21	101504	177283	0.4842s
22	106308	185298	0.1807s
23	111112	193882	0.8095s
24	115916	199798	0.3723s
25	120720	207595	0.1793s
26	125524	215820	0.1235s
27	130328	228672	0.3167s
28	135132	231788	0.8358s
29	139936	238793	0.1413s
30	144740	246801	1.533s
31	149544	237651	0.5795s
32	154348	245477	0.7702s
33	159152	251725	1.001s
34	163956	256458	2.105s
35	168760	258804	2.346s
36	173564	261335	0.4757s
37	178368	268315	0.3999s
38	183172	276177	0.3388s
39	187976	283962	0.6178s
40	192780	290302	0.2125s
41	197584	303060	3.019s
42	202388	297561	0.31s
43	207192	305745	1.831s
44	211996	311980	1.618s
45	216800	318492	3.403s
46	221604	322677	3.4s
47	226408	317113	0.197s
48	231212	329833	1.113s
49	236016	331334	0.8256s
50	240820	338087	1.711s
51	245624	337609	0.3847s
52	250428	345543	1.456s
53	255232	352277	0.3139s
54	260036	364983	0.5657s
55	264840	368223	0.2179s
56	269644	376083	1.107s
57	274448	378742	0.5095s
58	279252	386404	0.9316s
59	284056	379878	0.8659s
60	288860	270589	0.3392s
61	293664	273002	0.2212s
62	298468	278115	0.1615s
This is the last UNSAT round.
