#iterationNumber	varNumber	clauseNumber	itertionTime
1	9860	25679	0.4662s
2	17978	34183	0.1719s
3	26096	44350	0.1928s
4	34214	55209	0.1564s
5	42332	64199	0.1547s
6	50450	75089	0.2935s
7	58568	85506	0.3798s
8	66686	94993	0.5481s
9	74804	101894	0.2665s
10	82922	111894	0.3903s
11	91040	121420	0.2908s
12	99158	130606	0.2496s
13	107276	139256	0.5635s
14	115394	145751	0.3429s
15	123512	156489	0.5732s
16	131630	167078	0.3988s
17	139748	176062	0.5792s
18	147866	175692	0.3691s
19	155984	185069	0.618s
20	164102	194889	0.5298s
21	172220	202677	0.3763s
22	180338	224159	0.3807s
23	188456	221264	0.7061s
24	196574	226741	1.047s
25	204692	228492	0.4341s
26	212810	249926	0.4442s
27	220928	243915	0.6003s
28	229046	251056	0.5403s
29	237164	259219	0.3915s
30	245282	280631	0.6818s
31	253400	274115	1.057s
32	261518	279964	0.7249s
33	269636	285559	0.8989s
34	277754	293712	0.2483s
35	285872	300593	0.619s
36	293990	305650	0.499s
37	302108	313234	0.6039s
38	310226	320589	0.6421s
39	318344	327217	0.5242s
40	326462	333913	2.148s
This is the last UNSAT round.
