#iterationNumber	varNumber	clauseNumber	itertionTime
1	2276	5866	0.04126s
2	4348	7669	0.02021s
3	6420	13289	0.01571s
4	8492	18909	0.02338s
5	10564	17979	0.01629s
6	12636	23599	0.02712s
7	14708	24113	0.02475s
8	16780	29729	0.02373s
9	18852	30149	0.02946s
10	20924	33263	0.02787s
11	22996	38873	0.02576s
12	25068	44483	0.01814s
13	27140	42912	0.02853s
14	29212	48522	0.03057s
15	31284	54128	0.02854s
16	33356	59734	0.02543s
17	35428	55368	0.02977s
18	37500	60974	0.02129s
19	39572	66580	0.03649s
20	41644	64298	0.02832s
21	43716	69904	0.04202s
22	45788	75510	0.029s
23	47860	73094	0.03031s
24	49932	78690	0.03564s
25	52004	84286	0.04682s
26	54076	79937	0.03613s
27	56148	85517	0.03956s
28	58220	81611	0.04155s
29	60292	87177	0.03205s
30	62364	92741	0.04508s
31	64436	86660	0.03536s
32	66508	92210	0.04129s
33	68580	86016	0.03504s
34	70652	91468	0.0376s
35	72724	96896	0.03617s
36	74796	102324	0.02472s
This is the last UNSAT round.
